CLID	Name	Pcorr_bronchioid_PLOS.2012_PMID.22590557	Pcorr_magnoid_PLOS.2012_PMID.22590557	Pcorr_squamoid_PLOS.2012_PMID.22590557
55759	WDR12|55759	-0.441562968	0.261418665	0.145855597
2348	FOLR1|2348	1.070846396	-0.537040961	-1.131251398
857	CAV1|857	0.364779864	-0.498672777	0.460616726
1519	CTSO|1519	0.361772806	-0.393549153	0.189073503
1363	CPE|1363	-0.39732025	0.983903763	-0.079287437
6351	CCL4|6351	-0.02303877	-0.220795962	0.764381432
358	AQP1|358	1.053831389	-0.451089183	-0.399433946
1050	CEBPA|1050	0.717667118	-0.377897969	-0.170804557
2771	GNAI2|2771	0.127732105	-0.299295883	0.494157448
5328	PLAU|5328	-0.316802488	-0.191099216	1.504146396
4283	CXCL9|4283	-0.187726328	-0.283481905	1.5685027
2209	FCGR1A|2209	0.079735636	-0.399373307	0.666896986
730	C7|730	0.984778399	-0.49194794	-0.193709662
6035	RNASE1|6035	0.966521707	-0.745784913	-0.341773406
8836	GGH|8836	-0.695659076	0.44064916	0.517369268
1524	CX3CR1|1524	0.45723988	-0.238769021	-0.099675226
57509	MTUS1|57509	-0.026645032	0.349314488	-0.481979773
5121	PCP4|5121	-0.073393188	1.085171567	-0.460598055
3965	LGALS9|3965	0.2597009	-0.292215142	0.2111679
9768	KIAA0101|9768	-0.436586969	0.347813947	0.155482549
7033	TFF3|7033	0.188889032	1.026276872	-1.230820452
4312	MMP1|4312	-1.519613512	0.017029649	1.287355645
3231	HOXD1|3231	1.030372282	-0.365449111	-0.299990625
1164	CKS2|1164	-0.927162769	0.399488296	0.492097845
3561	IL2RG|3561	0.239444433	-0.388760572	0.506247585
1033	CDKN3|1033	-0.711188603	0.448702282	0.781515247
9976	CLEC2B|9976	-0.117336822	-0.260359807	0.707308429
11260	XPOT|11260	-0.584947366	0.400752472	0.188577991
2643	GCH1|2643	-0.727424003	0.424868283	0.356269988
3832	KIF11|3832	-0.35888535	0.407239112	0.266614945
11326	VSIG4|11326	0.187627243	-0.584217501	0.613711513
240	ALOX5|240	0.269945335	-0.39334791	0.249776359
1591	CYP24A1|1591	-0.504436822	1.124778507	0.303993253
713	C1QB|713	0.09950368	-0.560935055	0.79737682
1434	CSE1L|1434	-0.364201924	0.228993175	0.142069259
9762	ProSAPiP1|9762	0.087566086	0.142209855	-0.542505898
3001	GZMA|3001	-0.135849275	-0.160461757	0.704820186
5217	PFN2|5217	-0.893786482	0.686624753	0.371064285
1428	CRYM|1428	0.765209809	-0.094998067	-0.649281941
11065	UBE2C|11065	-0.897599365	0.291946702	0.636152057
5366	PMAIP1|5366	-0.548796975	0.048367942	0.976882264
2014	EMP3|2014	0.15740031	-0.557805804	0.690782804
10606	PAICS|10606	-0.637747896	0.332865528	0.307727077
3329	HSPD1|3329	-0.424820678	0.380486485	0.07779578
5111	PCNA|5111	-0.568482913	0.286072111	0.307567121
10631	POSTN|10631	-0.755579248	0.058312199	1.05404245
3123	HLA-DRB1|3123	0.389651978	-0.667924996	0.136465783
6637	SNRPG|6637	-0.424910783	0.257631096	0.185595942
54205	CYCS|54205	-0.420117891	0.23047386	0.128402119
202	AIM1|202	0.107946251	-0.774429268	0.678918933
3575	IL7R|3575	0.345988557	-0.478147598	0.311094481
966	CD59|966	0.357075912	-0.327539877	0.21094506
10346	TRIM22|10346	0.446926985	-0.34576555	0.162505011
10579	TACC2|10579	0.012369854	0.447267846	-0.815409538
84617	TUBB6|84617	-0.157853944	-0.182961601	0.700981971
1277	COL1A1|1277	-0.469923677	-0.10168102	0.605217458
56938	ARNTL2|56938	-0.208581827	0.048800255	0.497729518
10140	TOB1|10140	0.184303956	0.383999133	-0.703327336
23263	MCF2L|23263	0.028434395	0.247741894	-0.501250516
10184	LHFPL2|10184	-0.058277727	-0.227959837	0.532164878
55303	GIMAP4|55303	0.164023037	-0.28109634	0.547844218
8470	SORBS2|8470	0.1611756	0.107340474	-0.442305339
